;name;description;price;scrap_date;supplier;type_of_product;sub_type_product;product_link
277;COMEDOR RUSTICO 6 SILLAS;"Madera Pino Oregon seco, tinturado y lacado.
Piedra pizarra vitrificada
Características del Pino Oregon: Madera de color amarillo-rojizo, resistente, liviana, de veta vistosa, firme y resistente.
NOTA: Los detalles de la veta en la madera son parte de su originalidad y es la ecencia de los muebles rústicos.";$625.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/rusticos/comedor-rustico-6-sillas/
278;SILLA HOLANDA X6 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$450.000 $365.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-holanda-x6-tapiz/
279;COMEDOR 6 SILLAS 160CMx90CM MADERA;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino felpa o ecocuero color a eleccion";$745.000 $625.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/madera/comedor-6-sillas-160cmx90cm/
280;COMEDOR 6 SILLAS 160x90CM CON 3 VIDRIOS;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapizado en lino o felpa color a eleccion";$745.000 $625.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/madera/comedor-6-sillas-rectangular-con-3-vidrios/
281;SILLA PUCON TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino lavable color a eleccion";$75.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-pucon-tapiz-lino/
282;COMEDOR RUSTICO 8 SILLAS;"Madera Pino Oregon seco, tinturado y lacado.
Piedra pizarra vitrificada
Características del Pino Oregon: Madera de color amarillo-rojizo, resistente, liviana, de veta vistosa, firme y resistente.
NOTA: Los detalles de la veta en la madera son parte de su originalidad y es la ecencia de los muebles rústicos.";$895.000 $795.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/rusticos/comedor-rustico-8-sillas/
283;SILLA ITALIA TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$75.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-italia-tapiz-lino/
284;COMEDOR 6 SILLAS 160CMx90CM CON VIDRIO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino, felpa o ecocuero color a eleccion";$745.000 $625.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/madera/comedor-6-sillas-160cmx90cm-con-vidrio/
285;COMEDOR 8 SILLAS 200x100CM CUBIERTA MADERA;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino, felpa o ecocuero color a eleccion";$895.000 $765.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/madera/comedor-8-sillas-200x100cm/
286;SILLA TAPIZADA LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino lavable color a eleccion";$95.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-tapizada-lino/
287;COMEDOR 8 SILLAS CUADRADO CON VIDRIO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino, felpa o ecocuero color a eleccion";$895.000 $765.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/madera/comedor-8-sillas-cuadrado-con-vidrio/
288;COMEDOR 6 SILLAS 120CMX120CM;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapizado en lino, felpa o ecocuero color a eleccion";$745.000 $625.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/madera/comedor-6-sillas-120cmx120cm/
289;COMEDOR 6 SILLAS VIDRIO TEMPLADO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Vidrio templado 7mm.
Tinturado y lacado
Rellenos en espuma de alta densidad
Tapiz en lino de alta resistencia lavable color a eleccion";$795.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/vidrio/comedor-6-sillas-vidrio-templado/
290;COMEDOR 4 SILLAS CUADRADO CUBIERTA MADERA;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino, felpa o ecocuero color a eleccion";$595.000 $465.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/madera/comedor-4-sillas-cuadrado-cubierta-madera/
291;SILLA PUCON X6 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino lavable color a eleccion";$450.000 $365.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-pucon-x6-tapiz/
292;SILLA ITALIA X8 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino lavable color a eleccion";$595.000 $485.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-italia-x8-tapiz-lino/
293;SILLA TAPIZADA CAPITONE FELPA X6;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela de alta resistencia, lavable.
Costuras reforzadas para zonas de mayor desgaste.";$465.000 $395.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-tapizada-capitone-felpa-x6/
294;COMEDOR RUSTICO 4 SILLAS;"Madera Pino Oregon seco, tinturado y lacado.
Piedra pizarra vitrificada
Características del Pino Oregon: Madera de color amarillo-rojizo, resistente, liviana, de veta vistosa, firme y resistente.
NOTA: Los detalles de la veta en la madera son parte de su originalidad y es la ecencia de los muebles rústicos.";;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/rusticos/comedor-rustico-4-sillas/
295;SILLA ITALIA X6 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$450.000 $365.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-italia-x6-tapiz/
296;SILLA COMEDOR X30;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino lavable color a eleccion";$1.825.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-comedor-x30/
297;SILLA CAPITAL X4 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$300.000 $265.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-capital-x4-tapiz-lino-copia/
298;SILLA CAPITAL X6 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$450.000 $365.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-capital-x6-tapiz/
299;SILLA OPORTO X6 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$450.000 $365.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-oporto-x6-tapiz/
300;SILLA TAPIZADA CAPITONE FELPA X4;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela de alta resistencia, lavable.
Costuras reforzadas para zonas de mayor desgaste.";$295.000 $265.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-tapizada-capitone-felpa-x4/
301;SILLA TAPIZADA X4 LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino lavable color a eleccion";$380.000 $325.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-tapizada-x4-lino-copia/
302;SILLA TAPIZADA X6 LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino lavable color a eleccion";$570.000 $485.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-tapizada-x6-lino/
303;SILLA HOLANDA X4 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$300.000 $265.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-holanda-x4-tapiz-lino/
304;SILLA PUCON X4 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino lavable color a eleccion";$300.000 $265.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-pucon-x4-tapiz-lino-copia/
305;SILLA OPORTO X4 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$300.000 $265.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-oporto-x4-tapiz-lino-copia/
306;SILLA ITALIA X4 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$300.000 $265.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-italia-x4-tapiz-lino/
307;COMEDOR RUSTICO 4 SILLAS CON TAPIZ;"Madera Pino Oregon seco, tinturado y lacado.
Piedra pizarra vitrificada
Características del Pino Oregon: Madera de color amarillo-rojizo, resistente, liviana, de veta vistosa, firme y resistente.
NOTA: Los detalles de la veta en la madera son parte de su originalidad y es la ecencia de los muebles rústicos.";$525.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/rusticos/comedor-rustico-4-sillas-con-tapiz/
308;COMEDOR 6 SILLAS RECTANGULAR CUBIERTA CON VIDRIO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Vidrio 7mm.
Tinturado y lacado
Asientos rellenos en espuma de alta densidad forrados con tela extra-resistente, color a eleccion.";$765.000 $645.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/vidrio/comedor-6-sillas-rectangular-vidrio-templado-2/
309;SILLA OPORTO TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$75.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-oporto-tapiz-lino/
310;SILLA CAPITAL TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$75.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-capital-tapiz-lino/
311;SILLA HOLANDA X6 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$450.000 $365.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-holanda-x6-tapiz/
312;SILLA PUCON TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino lavable color a eleccion";$75.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-pucon-tapiz-lino/
313;SILLA ITALIA TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$75.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-italia-tapiz-lino/
314;SILLA TAPIZADA LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino lavable color a eleccion";$95.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-tapizada-lino/
315;SILLA PUCON X6 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino lavable color a eleccion";$450.000 $365.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-pucon-x6-tapiz/
316;SILLA ITALIA X8 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino lavable color a eleccion";$595.000 $485.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-italia-x8-tapiz-lino/
317;SILLA TAPIZADA CAPITONE FELPA X6;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela de alta resistencia, lavable.
Costuras reforzadas para zonas de mayor desgaste.";$465.000 $395.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-tapizada-capitone-felpa-x6/
318;SILLA ITALIA X6 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$450.000 $365.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-italia-x6-tapiz/
319;SILLA COMEDOR X30;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino lavable color a eleccion";$1.825.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-comedor-x30/
320;SILLA CAPITAL X4 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$300.000 $265.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-capital-x4-tapiz-lino-copia/
321;SILLA CAPITAL X6 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$450.000 $365.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-capital-x6-tapiz/
322;SILLA OPORTO X6 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$450.000 $365.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-oporto-x6-tapiz/
323;SILLA TAPIZADA CAPITONE FELPA X4;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela de alta resistencia, lavable.
Costuras reforzadas para zonas de mayor desgaste.";$295.000 $265.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-tapizada-capitone-felpa-x4/
324;SILLA TAPIZADA X4 LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino lavable color a eleccion";$380.000 $325.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-tapizada-x4-lino-copia/
325;SILLA TAPIZADA X6 LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino lavable color a eleccion";$570.000 $485.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-tapizada-x6-lino/
326;SILLA HOLANDA X4 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$300.000 $265.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-holanda-x4-tapiz-lino/
327;SILLA PUCON X4 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz en lino lavable color a eleccion";$300.000 $265.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-pucon-x4-tapiz-lino-copia/
328;SILLA OPORTO X4 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$300.000 $265.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-oporto-x4-tapiz-lino-copia/
329;SILLA ITALIA X4 TAPIZ LINO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Asientos rellenos en espuma de alta densidad
Tapiz lino lavable color a eleccion";$300.000 $265.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/comedores/sillas/silla-italia-x4-tapiz-lino/
330;BAR ESQUINERO LIBRO EUCA;"Fabricado en Placa de Eucaliptus
Tinturado y lacado
Bisagras metalicas
  Incluye 2 focos
 ";$295.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/bar/bar-esquinero-libro-euca/
331;PERCHERO MADERA;"Trabajado en pino seco y cepillado
Colgadores fijados con tarugos encolados y atornillados";$35.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/percheros/perchero-madera/
332;ESQUINERO RUSTICO TRILACH;"Trabajado en pino cepillado tinturado y lacado para mayor duración en el tiempo
Bisagra metálica
Tirador metálico";$195.000 $165.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/esquineros/esquinero-rustico-trilach/
333;ESQUINERO RUSTICO BARRA METAL;"Trabajado en pino cepillado tinturado y lacado para mayor duración en el tiempo
Bisagra metálica
Tirador metálico";$195.000 $165.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/esquineros/esquinero-rustico-barra-metal/
334;MESA DE CENTRO CON VIDRIO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado";$115.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/mesas-de-centro/mesa-de-centro-con-vidrio/
335;RACK RUSTICO 4 PUERTAS 3 CAJONES 1.50 VINTAGE;"Trabajado en pino cepillado tinturado y lacado para mayor duración en el tiempo
Bisagra metálica
Tirador metálico";$225.000 $195.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/rack/rack-rustico-4-puertas-3-cajones-1-50-vintage/
336;RACK RUSTICO 4 PUERTAS 150CM ITALIA;"Trabajado en pino cepillado tinturado y lacado para mayor duración en el tiempo
Bisagra metálica
Tirador metálico";$195.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/rack/rack-rustico-4-puertas-150cm/
337;ESQUINERO RUSTICO ITALIA;"Trabajado en pino cepillado tinturado y lacado para mayor duración en el tiempo
Bisagra metálica
Tirador metálico";$195.000 $165.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/esquineros/esquinero-rustico-italia/
338;ESCRITORIO PINTADO 150CM;"Trabajado en madera Mdf de 15mm.
Rieles metálicas
Tiradores metalicos
Pintado en pintura acrílica";$195.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/oficina/escritorios/escritorio-1-50/
339;ARRIMO MADERA CON VIDRIO;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado";$115.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/bar/arrimo-madera-con-vidrio/
340;VITRINA RUSTICA 90CM PINO OREGON;"Madera Pino Oregon seco, tinturado y lacado.
Bisagras y tiradores metalicos de alta resistencia.
Características del Pino Oregon: Madera de color amarillo-rojizo, resistente, liviana, de veta vistosa, firme y resistente.
NOTA: Los detalles de la veta en la madera son parte de su originalidad y es la ecencia de los muebles rústicos.";$425.000 $365.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/vitrinas/vitrina-rustica-90cm-pino-oregon/
341;MESA DE CENTRO RUSTICA 3 VIDRIOS;"Madera Pino Oregon seco, tinturado y lacado.
Características del Pino Oregon: Madera de color amarillo-rojizo, resistente, liviana, de veta vistosa, firme y resistente.
NOTA: Los detalles de la veta en la madera son parte de su originalidad y es la ecencia de los muebles rústicos.";$195.000 $145.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/mesas-de-centro/mesa-de-centro-rustica/
342;MESA DE CENTRO RUSTICA PIEDRA PIZARRA;"Madera Pino Oregon seco, tinturado y lacado.
Características del Pino Oregon: Madera de color amarillo-rojizo, resistente, liviana, de veta vistosa, firme y resistente.
NOTA: Los detalles de la veta en la madera son parte de su originalidad y es la ecencia de los muebles rústicos.";$195.000 $165.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/mesas-de-centro/mesa-de-centro-rustica-pino-oregon-piedra-pizarra/
343;RACK RUSTICO 4 PUERTAS 1.20 BARRA METAL;"Trabajado en pino cepillado tinturado y lacado para mayor duración en el tiempo
Bisagra metálica
Tirador metálico";$165.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/rack/rack-rustico-4-puertas-1-20-barra-metal/
344;LICORERA 85CM RUSTICA PUERTA CON VIDRIO;"Fabricado en Pino y Terciado estructural
Riel metálico
Cajones en terciado encolados
Tiradores metalicos
 ";$325.000 $265.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/licorera/licorera-85cm-rustica-puerta-con-vidrio/
345;LICORERA 65CM RUSTICA PUERTA BARRA;"Fabricado en Pino y terciado
Riel metálico
Cajones en terciado encolados
Tiradores metalicos
 ";$265.000 $225.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/licorera/licorera-65cm-rustica-puerta-barra/
346;RACK PUCON 150CM;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado
Bisagras metalicas";$365.000 $295.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/rack/rack-pucon-150cm-madera/
347;RACK VINTAGE 3 PUERTAS 3 CAJONES 1.20CM;"Trabajado en pino cepillado tinturado y lacado para mayor duración en el tiempo
Bisagra metálica
Tirador metálico";$195.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/rack/rack-rustico-3-puertas-3-cajones-120cm/
348;LICORERA 65CM RUSTICA PUERTA CON VIDRIO;"Fabricado en Placa encina
Riel metálico
Cajones en terciado encolados
Tiradores metalicos
 ";$295.000 $245.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/licorera/licorera-65cm-rustica/
349;BIFE RUSTICO 150CM;"Madera Pino Oregon seco, tinturado y lacado.
Bisagras y tiradores metalicos de alta resistencia.
Características del Pino Oregon: Madera de color amarillo-rojizo, resistente, liviana, de veta vistosa, firme y resistente.
NOTA: Los detalles de la veta en la madera son parte de su originalidad y es la ecencia de los muebles rústicos.";$495.000 $395.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/rack/bife-rustico-150cm/
350;RACK RUSTICO 2 PUERTAS 2 CAJONES 1.20 ITALIA;"Trabajado en pino cepillado tinturado y lacado para mayor duración en el tiempo
Bisagra metálica
Tirador metálico";$165.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/rack/rack-rustico-2-puertas-2-cajones-1-20-italia/
351;LIBRERO BANANO;"Trabajado en madera Mdf de 15mm.
Rieles metálicas
Tiradores plasticos
Pintado en pintura acrílica";$125.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/bebes/libreros/librero-banano/
352;MESA DE CENTRO CUBIERTA DE MADERA;"Trabajados en Pino Insigne, madera resistente y de bonita beta
Tinturado y lacado";$115.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/mesas-de-centro/mesa-de-centro-cubierta-madera/
353;MESA DE CENTRO RUSTICA 2 VIDRIOS;"Madera Pino Oregon seco, tinturado y lacado.
Características del Pino Oregon: Madera de color amarillo-rojizo, resistente, liviana, de veta vistosa, firme y resistente.
NOTA: Los detalles de la veta en la madera son parte de su originalidad y es la ecencia de los muebles rústicos.";;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/mesas-de-centro/mesa-de-centro-rustica-2-vidrios/
354;VITRINA VINTAGE 115CM CON VIDRIO;"Fabricado en Pino seco y terciado
Riel metálico
Cajones en terciado encolados
Tiradores metalicos
 ";$395.000 $345.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sala/vitrinas/vitrina-vintage-115cm-con-vidrio/
