;name;description;price;scrap_date;supplier;type_of_product;sub_type_product;product_link
100;JUEGO DE LIVING BOSTON 3-1-1 CHENILLE;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Telas de alta resistencia lavables.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$595.000 $575.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/clasicos/juego-de-living-boston-3-1-1-chenille/
101;JUEGO DE LIVING MONTREAL 3-1-1 ECO CUERO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela de alta resistencia lavable.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$485.000 $425.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/clasicos/juego-de-living-montreal-3-1-1-eco-cuero/
102;BANQUETA BAUL ECOCUERO – PU;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo
Relleno en espuma de alta densidad y fibra soft
Telas de alta resistencia lavables
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Pata de madera tinturada";$145.000 $125.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/banquetas/banqueta-baul-ecocuero-pu/
103;BANQUETA BAUL TELA FELPA;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo
Relleno en espuma de alta densidad y fibra soft
Telas de alta resistencia lavables
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Pata de madera tinturada";$145.000 $125.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/banquetas/banqueta-baul-tela-felpa/
104;SOFA MONTREAL 3 CUERPOS CUERO BONDED ENVEJECIDO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Cuero Bonded de alta resistencia lavable.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$395.000 $365.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/sofas/sofa-montreal-3-cuerpos-cuero-bonded-envejecido/
105;MINI MUSTANG TELA Y PU BRAZO IZQUIERDO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela de alta resistencia lavable en el cuerpo del sillon.
Brazos en PU grueso anti-manchas.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$495.000 $365.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/modulares/mini-mustang-brazo-derecho-chenille-gris-perla-2/
106;JUEGO DE LIVING BOSTON 3-1-1 LINO Y PU;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Telas de alta resistencia lavables.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$595.000 $495.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/clasicos/juego-de-living-boston-3-1-1-lino-y-pu/
107;SOFA MONTREAL 2 CUERPOS CUERO BONDED ENVEJECIDO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Cuero Bonded de alta resistencia lavable.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$345.000 $295.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/sofas/sofa-montreal-2-cuerpos-cuero-bonded-envejecido/
108;SOFA CHESTERFIELD CAPITONE 1 CUERPO CUERO BONDED ENVEJECIDO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Telas cuero bonded de alta resistencia, lavable.
Costuras reforzadas para zonas de mayor desgaste.
Pata en madera seca tinturada y lacada para mayor proteccion.";$295.000 $265.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/sofas/sofa-1-cuerpo-capitone-envejecido/
109;JUEGO DE LIVING BOSTON 3-1-1 CUERO BONDED ENVEJECIDO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Telas de alta resistencia lavables.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$685.000 $595.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/clasicos/juego-de-living-boston-3-1-1-cuero-bonded-envejecido/
110;MUSTANG TELA Y PU BRAZO IZQUIERDO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela chenille de alta resistencia lavable en el cuerpo del sillon.
Brazos en PU lavable.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$545.000 $395.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/modulares/mustang-tela-pu-brazo-izquierdo/
111;SILLON MONTREAL 1 CUERPO CUERO BONDED ENVEJECIDO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Cuero Bonded de alta resistencia lavable.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$195.000 $175.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/sofas/sillon-montreal-cuero-bonded-envejecido/
112;POLTRONA BOTONE BRAZO CUADRADO FELPA;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Telas de alta resistencia.
Costuras reforzadas para zonas de mayor desgaste.
Pata en madera seca tinturada y lacada para mayor proteccion.";$95.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/poltronas/poltrona-botone-felpa-2/
113;BANQUETA BAUL SIN BRAZOS TELA FELPA;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo
Relleno en espuma de alta densidad y fibra soft
Telas de alta resistencia lavables
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Pata de madera tinturada";$125.000 $105.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/banquetas/banqueta-baul-sin-brazos-tela-felpa/
114;SOFA MUSTANG 3 CUERPOS CUERO BONDED ENVEJECIDO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Cuero Bonded de alta resistencia lavable.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$425.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/sofas/sofa-mustang-3-cuerpos-cuero-bonded-envejecido/
115;JUEGO DE LIVING MONTREAL 3-1-1 TELA LINO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela de alta resistencia lavable.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$485.000 $425.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/clasicos/juego-de-living-montreal-3-1-1-tela-chenille/
116;MUSTANG MONTREAL BRAZO DERECHO TELA LINO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela de alta resistencia lavable, colores a eleccion.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Patas de madera.";$545.000 $395.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/modulares/mustang-montreal-brazo-derecho-tela-lino/
117;SITIAL SEMI PRESIDENCIAL LINO;"Madera Pino Oregon seco, tinturado y lacado.
Trabajado en tela felpa lavable y de alta resistencia.
Características del Pino Oregon: Madera de color amarillo-rojizo, resistente, liviana, de veta vistosa, firme y resistente.
NOTA: Los detalles de la veta en la madera son parte de su originalidad y es la ecencia de los muebles rústicos.";$265.000 $195.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/sitiales/sitial-semi-presidencial-lino/
118;SITIAL SEMI PRESIDENCIAL FELPA;"Madera Pino Oregon seco, tinturado y lacado.
Trabajado en tela felpa lavable y de alta resistencia.
Características del Pino Oregon: Madera de color amarillo-rojizo, resistente, liviana, de veta vistosa, firme y resistente.
NOTA: Los detalles de la veta en la madera son parte de su originalidad y es la ecencia de los muebles rústicos.";$265.000 $195.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/sitiales/sitial-semi-presidencial-felpa/
119;BANQUETA BAUL CON BRAZOS CUERO BONDED ENVEJECIDO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo
Relleno en espuma de alta densidad y fibra soft
Telas de alta resistencia lavables
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Pata de madera tinturada";$195.000 $165.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/banquetas/banqueta-baul-cuero-bonded-envejecida/
120;MUSTANG MONTREAL BRAZO IZQUIERDO TELA LINO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela de alta resistencia lavable, colores a eleccion.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Patas de madera.";$545.000 $395.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/modulares/mustang-montreal-brazo-izquierdo-tela-lino/
121;SOFA MUSTANG 3 CUERPOS LINO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Trabajado en Chenille grueso de alta resistencia lavable.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$345.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/sofas/sofa-mustang-3-cuerpos-chenille/
122;MODULAR CURVO 3 PIEZAS PU;Este moderno sofá modular con estructura de madera y tapiz P.U le dará a tus espacios un estilo y diseño único. Con apoyabrazos acolchados para mayor comodidad. Dale vida, elegancia y estilo a tu casa con este lindo modular.;$645.000 $495.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/modulares/modular-curvo-cafe-moro/
123;SOFAS MUSTANG 3-2 CUERO BONDED ENVEJECIDO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Cuero bonded envejecido completo en sofas, de alta resistencia lavable.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$645.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/vintage/sillones-vintage/living-3-2/sofas-mustang-3-2-cuero-bonded-envejecido/
124;SOFA BOSTON LINO 3 CUERPOS;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Telas de alta resistencia lavables.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$295.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/sofas/sofa-boston-chenille-3-cuerpos/
125;MUSTANG TELA Y PU BRAZO DERECHO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela de alta resistencia lavable en el cuerpo del sillon.
Brazos en PU.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$545.000 $395.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/modulares/mustang-tela-y-pu-brazo-derecho/
126;SILLON CAPITONE CHESTERFIELD 1 CUERPO FELPA;"Tela felpa de alta resistencia lavable.
Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Hilos de alta resistencia lavables.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata de madera torneada.";$265.000 $225.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/sofas/sillon-capitone-chesterfield-1-cuerpo-fela/
127;POLTRONA CAPITONE BRAZO CON MADERA TELA FELPA;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Telas de alta resistencia.
Costuras reforzadas para zonas de mayor desgaste.
Patay brazos en madera seca tinturada y lacada para mayor proteccion.";$135.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/poltronas/poltrona-capitone-brazo-con-madera/
128;POLTRONA CAPITONE BRAZO REDONDO LINO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Telas de alta resistencia, lavable.
Costuras reforzadas para zonas de mayor desgaste.
Pata en madera seca tinturada y lacada para mayor proteccion.";$135.000 $115.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/poltronas/poltrona-capitone-brazo-redondo-lino/
129;POLTRONA ITALIA COLOR CASTAÑO FELPA;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Telas de alta resistencia.
Costuras reforzadas para zonas de mayor desgaste.";$115.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/poltronas/poltrona-italia-color-castano-felpa/
130;MUSTANG TELA LINO BRAZO DERECHO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela de alta resistencia lavable
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$645.000 $395.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/modulares/mustang-tela-lino-brazo-derecho/
131;MUSTANG MONTREAL BRAZO DERECHO FELPA;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela de alta resistencia lavable, colores a eleccion
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Patas de madera.";$545.000 $395.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/modulares/mustang-montreal-brazo-derecho-felpa/
132;MINI MUSTANG MONTREAL FELPA BRAZO DERECHO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela de alta resistencia lavable color a eleccion.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Patas de madera.";$495.000 $365.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/modulares/mini-mustang-montreal-felpa-brazo-derecho/
133;SOFA MUSTANG 4 CUERPOS LINO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Trabajado en Chenille grueso de alta resistencia lavable.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/sofas/sofa-mustang-4-cuerpos-lino/
134;MINI MUSTANG LINO Y PU BRAZO DERECHO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela de alta resistencia lavable en el cuerpo del sillon.
Brazos en PU grueso anti-manchas.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$495.000 $365.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/modulares/mini-mustang-tela-y-pu-brazo-derecho/
135;POLTRONA CAPITONE RESPALDO CURVO FELPA;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Telas cuero bonded de alta resistencia, lavable.
Costuras reforzadas para zonas de mayor desgaste.
Pata en madera seca tinturada y lacada para mayor proteccion.";$135.000 $115.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/poltronas/poltrona-capitone-respaldo-curvo-felpa/
136;POLTRONA CAPITONE BRAZO MADERA ECOCUERO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Telas de alta resistencia.
Costuras reforzadas para zonas de mayor desgaste.
Madera seca tinturada y lacada para mayor proteccion.";$135.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/poltronas/poltrona-capitone-brazo-madera-ecocuero/
137;POUFF TIPO PERA ECO CUERO;"Pouff tipo pera fabricado en Eco cuero
Relleno de poliuretano
Costuras reforzadas
 ";$45.000 $35.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/pouf/pouff-tipo-pera-eco-cuero/
138;MINI MUSTANG BRAZO CUADRADO LINO DERECHO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela de alta resistencia lavable, color a eleccion
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$495.000 $365.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/modulares/mini-mustang-brazo-cuadrado-tela-lino-derecho-2/
139;SOFA CAPITONE CHESTERFIELD 3 CUERPOS LINO;"Tapizado en lino de alta resistencia, lavable
Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Hilos de alta resistencia lavables.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata de madera torneada.";$445.000 $365.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/sofas/sofa-chesterfield-3-cuerpos-lino/
140;MINI MUSTANG BRAZO DERECHO CUERO BONDED ENVEJECIDO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Telas de alta resistencia lavables.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$695.000 $565.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/modulares/mini-mustang-brazo-derecho-cuero-bonded-envejecido/
141;MUSTANG CUERO BONDED ENVEJECIDO BRAZO DERECHO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela cuero bonded envejecido de alta resistencia lavable en el cuerpo y brazos del sillon.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$845.000 $595.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/modulares/mustang-cuero-bonded-envejecido-brazo-derecho-2/
142;SOFA MONTREAL 3 CUERPOS ECO CUERO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela de alta resistencia lavable.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$295.000 $265.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/sofas/sofa-montreal-3-cuerpos-eco-cuero/
143;SILLON MONTREAL 1 CUERPO ECO CUERO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela de alta resistencia lavable.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$145.000 $125.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/sofas/sillon-montreal-1-cuerpo-eco-cuero/
144;MUSTANG TELA LINO BRAZO IZQUIERDO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Tela de alta resistencia lavable
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$645.000 $395.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/modulares/mustang-tela-lino-brazo-izquierdo/
145;MODULAR ELE BRAZO REDONDO CON MADERA DERECHO FELPA;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Telas de alta resistencia lavables.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento y respaldo con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$445.000 $395.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/modulares/modular-ele-brazo-redondo-con-madera-derecho-felpa/
146;SOFA MUSTANG 2 CUERPOS CUERO BONDED ENVEJECIDO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Cuero Bonded de alta resistencia lavable.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$395.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/sofas/sofa-mustang-2-cuerpos-cuero-bonded-envejecido/
147;SOFA BOSTON CUERO BONDED ENVEJECIDO 3 CUERPOS;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Telas de alta resistencia lavables.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$345.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/sofas/sofa-boston-cuero-bonded-envejecido-3-cuerpos/
148;JUEGO DE LIVING BOSTON 3-1-1 LINO;"Esqueleto trabajado en pino cepillado, seco encolado y clavado, con refuerzos para una mayor duración en el tiempo.
Relleno en espuma de alta densidad y fibra soft.
Telas de alta resistencia lavables.
Costuras reforzadas en doble punto para zonas de mayor desgaste.
Cojines de asiento con cierre para un lavado optimo.
Pata plástica extra firme facil de remover para entrarlo en puertas mas pequeñas, sin clavos para proteger tu piso.";$595.000 $495.000;2023-03-04 22:57:57;https://muebleschile.cl/;;;https://muebleschile.cl/shop/sillones/clasicos/juego-de-living-boston-3-1-1-lino-nuevo/
